timestamp,numberoftweets,sentiment,Open,High,Low,Close,Adj Close,Volume,Cryptocurrency,
2022-01-17,49498,0.10967513131313131,0.1771869957447052,0.17787200212478638,0.16689099371433258,0.1711450070142746,0.1711450070142746,1094379303,Dogecoin,
2022-01-18,45187,0.12333239654790883,0.17108599841594696,0.17378999292850494,0.16256499290466309,0.16548499464988708,0.16548499464988708,979693368,Dogecoin,
2022-01-19,39613,0.11825906853464596,0.16548499464988708,0.16864700615406036,0.16012200713157654,0.16235600411891937,0.16235600411891937,935006164,Dogecoin
2022-01-20,44651,0.1516058631192332,0.1623460054397583,0.168845996260643,0.15517599880695343,0.15520399808883667,0.15520399808883667,469269658,Dogecoin
2022-01-21,36609,0.12554433214968588,0.1552630066871643,0.15715600550174713,0.14149600267410278,0.14263999462127686,0.14263999462127686,1163061854,Dogecoin
2022-01-22,35509,0.1154433214968588,0.1552630066871643,0.15815600550174713,0.14149600267410278,0.145263999462127686,0.14263999462127686,1163061854,Dogecoin
2022-01-23,34509,0.1054433214968588,0.1552630066871643,0.1415600550174713,0.14149600267410278,0.139263999462127686,0.14063999462127686,1163061854,Dogecoin
2022-01-24,33509,0.1154433214968588,0.1552630066871643,0.14115600550174713,0.14149600267410278,0.14863999462127686,0.13963999462127686,1163061854,Dogecoin
2022-01-25,33509,0.104433214968588,0.1552630066871643,0.1375600550174713,0.14149600267410278,0.147263999462127686,0.13763999462127686,1163061854,Dogecoin
2022-01-17,4902,0.07447572419420645,146.5348358154297,153.14288330078125,145.17018127441406,151.66726684570312,151.66726684570312,1608309071,Litecoin
2022-01-18,3474,0.05402331606217616,151.65390014648438,152.90213012695312,139.51914978027344,141.89076232910156,141.89076232910156,1278790664,Litecoin
2022-01-19,3319,0.04650828562820126,141.8882598876953,142.82635498046875,133.73797607421875,136.9167022705078,136.9167022705078,926249070,Litecoin
2022-01-20,691,0.04495369030390738,136.8967742919922,142.53172302246094,130.36119079589844,130.36500549316406,130.36500549316406,706911161,Litecoin
2022-01-21,1542,0.03703761348897535,130.3922882080078,130.82464599609375,112.4258804321289,114.3918685913086,114.3918685913086,1680709016,Litecoin
2022-01-22,1607,0.04030616054760423,114.4232406616211,116.67909240722656,99.7610092163086,108.42849731445312,108.42849731445312,2098519931,Litecoin
2022-01-23,2802,0.03476266952177016,108.46219635009766,112.39445495605469,106.59941864013672,112.08950805664062,112.08950805664062,1135598050,Litecoin
2022-01-24,928,0.020295258620689655,112.10081481933594,112.19467163085938,98.66522216796875,109.59159851074219,109.59159851074219,1645918728,Litecoin
2022-01-25,1118,0.03295258620689655,112.10081481933594,112.19467163085938,98.66522216796875,107.59159851074219,109.59159851074219,1645918728,Litecoin
2022-01-17,4226,0.06797870326549929,17.809131622314453,17.906089782714844,16.31777000427246,16.653366088867188,16.653366088867188,277971197,Uniswap
2022-01-18,8862,0.09997404649063417,16.652019500732422,17.61876106262207,15.679786682128906,16.02284812927246,16.02284812927246,362393695,Uniswap
2022-01-19,8557,0.08940376300105177,16.022958755493164,16.165058135986328,15.220498085021973,15.23600959777832,15.23600959777832,208624621,Uniswap
2022-01-20,4357,0.12425246729400966,15.216336250305176,16.143901824951172,14.468366622924805,14.47544002532959,14.47544002532959,177971965,Uniswap
2022-01-21,3375,0.11579762962962963,14.477871894836426,14.655862808227539,12.431640625,12.656286239624023,12.656286239624023,370396646,Uniswap
2022-01-22,5553,0.09687790383576445,12.66326904296875,12.922565460205078,10.627376556396484,11.117791175842285,11.117791175842285,506390580,Uniswap
2022-01-23,7435,0.07510558170813718,11.121783256530762,11.885397911071777,10.913793563842773,11.420434951782227,11.420434951782227,300013214,Uniswap
